long_name,age_15,overall_15,age_16,overall_16,age_17,overall_17,age_18,overall_18,age_19,overall_19,age_20,overall_20,current_player_name,player_position,current_club,age_21,overall_21,overall_average,overall_21_predicted,age_22,age_23,age_24,overall_22_predicted,overall_23_predicted,overall_24_predicted
Yvann Maçon,,,,,,,,,,,20.0,65.0,Y. Maçon,Defender,AS Saint-Étienne,21.0,65.0,65.0,65.22,22.0,23.0,24.0,65.27,65.38,65.54
Omar Haktab Traoré,,,,,,,,,,,21.0,65.0,O. Traoré,Defender,KFC Uerdingen 05,22.0,65.0,65.0,65.19,23.0,24.0,25.0,65.21,65.29,65.41
Gijs Smal,,,,,,,,,,,21.0,65.0,G. Smal,Defender,FC Twente,22.0,65.0,65.0,65.19,23.0,24.0,25.0,65.21,65.29,65.41
George Cox,,,,,,,,,,,21.0,65.0,G. Cox,Defender,Fortuna Sittard,22.0,65.0,65.0,65.19,23.0,24.0,25.0,65.21,65.29,65.41
Theofanis Mavrommatis,,,,,,,,,,,22.0,65.0,T. Mavrommatis,Defender,Panathinaikos FC,23.0,65.0,65.0,65.16,24.0,25.0,26.0,65.14,65.18,65.27
Rodrigo Fernández Cedrés,,,,,,,,,,,23.0,65.0,R. Fernández,Midfielder,Club Guaraní,24.0,65.0,65.0,65.13,25.0,26.0,27.0,65.08,65.09,65.14
Federico Andrés Martínez Berroa,,,,,,,,,,,22.0,65.0,F. Martínez,Forward,Rosario Central,23.0,65.0,65.0,65.16,24.0,25.0,26.0,65.14,65.18,65.27
José María Carrasco Sanguino,,,,,,,,,,,21.0,65.0,J. Carrasco,Defender,Club Blooming,22.0,65.0,65.0,65.19,23.0,24.0,25.0,65.21,65.29,65.41
Jean Carlos Peña Ludeña,,,,,,,,,,,21.0,65.0,J. Peña,Defender,El Nacional,22.0,65.0,65.0,65.19,23.0,24.0,25.0,65.21,65.29,65.41
Carlos Doncel Ordóñez,,,,,,,,,,,22.0,65.0,Carlos Doncel,Midfielder,SD Ponferradina,23.0,65.0,65.0,65.16,24.0,25.0,26.0,65.14,65.18,65.27
Pius Dorn,,,,,,,,,,,22.0,65.0,P. Dorn,Defender,FC Vaduz,23.0,65.0,65.0,65.16,24.0,25.0,26.0,65.14,65.18,65.27
Cristian Yonaiker Rivas Vielma,,,,,,,,,,,22.0,65.0,C. Rivas,Midfielder,Estudiantes de Mérida,23.0,65.0,65.0,65.16,24.0,25.0,26.0,65.14,65.18,65.27
Juan Ángel Espínola González,,,,,,,,,,,24.0,65.0,J. Espínola,Goalkeeper,Nacional Asunción,25.0,65.0,65.0,65.1,26.0,27.0,28.0,65.02,65.0,65.02
Gonzalo Montes,,,,,,,,,,,24.0,65.0,G. Montes,Midfielder,Querétaro,25.0,65.0,65.0,65.1,26.0,27.0,28.0,65.02,65.0,65.02
Diego Nicolas Montiel,,,,,,,,,,,24.0,65.0,D. Montiel,Midfielder,Vejle Boldklub,25.0,65.0,65.0,65.1,26.0,27.0,28.0,65.02,65.0,65.02
Jens Martin Gammelby,,,,,,,,,,,24.0,65.0,J. Gammelby,Defender,Brøndby IF,25.0,65.0,65.0,65.1,26.0,27.0,28.0,65.02,65.0,65.02
Tomislav Kiš,,,,,,,,,,,25.0,65.0,T. Kiš,Forward,Seongnam FC,26.0,65.0,65.0,65.07,27.0,28.0,29.0,64.96,64.91,64.9
Răzvan Toni Augustin Grădinaru,,,,,,,,,,,23.0,65.0,R. Grădinaru,Forward,FC Voluntari,24.0,65.0,65.0,65.13,25.0,26.0,27.0,65.08,65.09,65.14
Oshiro Carlos Takeuchi Bambaren,,,,,,,,,,,24.0,65.0,O. Takeuchi,Midfielder,Club Atlético Grau,25.0,65.0,65.0,65.1,26.0,27.0,28.0,65.02,65.0,65.02
Cristian Souza España,,,,,,,,,,,23.0,65.0,C. Souza,Midfielder,Pachuca,24.0,65.0,65.0,65.13,25.0,26.0,27.0,65.08,65.09,65.14
Agustín Ale Perego,,,,,,,,,,,24.0,65.0,A. Ale,Defender,Delfín SC,25.0,65.0,65.0,65.1,26.0,27.0,28.0,65.02,65.0,65.02
内田 裕斗,,,,,,,,,,,24.0,65.0,Y. Uchida,Defender,Sagan Tosu,25.0,65.0,65.0,65.1,26.0,27.0,28.0,65.02,65.0,65.02
Dor Hugi,,,,,,,,,,,23.0,65.0,D. Hugi,Forward,SKN St. Pölten,24.0,65.0,65.0,65.13,25.0,26.0,27.0,65.08,65.09,65.14
Yhonatann Alexander Yustiz Linarez,,,,,,,,,,,27.0,65.0,Y. Yustiz,Goalkeeper,Aragua FC,28.0,65.0,65.0,65.02,29.0,30.0,31.0,64.86,64.76,64.7
César José Urpín Díaz,,,,,,,,,,,24.0,65.0,C. Urpín,Defender,Aragua FC,25.0,65.0,65.0,65.1,26.0,27.0,28.0,65.02,65.0,65.02
Damon Bansais,,,,,,,,,,,25.0,65.0,D. Bansais,Defender,Pau FC,26.0,65.0,65.0,65.07,27.0,28.0,29.0,64.96,64.91,64.9
Adrian Lis,,,,,,,,,,,27.0,65.0,A. Lis,Goalkeeper,Warta Poznań,28.0,65.0,65.0,65.02,29.0,30.0,31.0,64.86,64.76,64.7
Andrevaldo de Jesus Santos,,,,,,,,,,,27.0,65.0,Valdo,Defender,Shimizu S-Pulse,28.0,65.0,65.0,65.02,29.0,30.0,31.0,64.86,64.76,64.7
Aníbal Leguizamón Espínola,,,,,,,,,,,27.0,65.0,A. Leguizamón,Defender,Emelec,28.0,65.0,65.0,65.02,29.0,30.0,31.0,64.86,64.76,64.7
Facundo Martín Martínez Montagnoli,,,,,,,,,,,34.0,65.0,F. Martínez,Midfielder,Universidad Católica del Ecuador,35.0,65.0,65.0,64.9,36.0,37.0,38.0,64.63,64.42,64.26
Óscar Rubio Fauria,,,,,,,,,,,35.0,65.0,Óscar Rubio,Defender,CE Sabadell FC,36.0,65.0,65.0,64.89,37.0,38.0,39.0,64.61,64.4,64.23
Pablo de Lucas Torres,,,,,,,,,,,32.0,65.0,De Lucas,Midfielder,FC Voluntari,33.0,65.0,65.0,64.92,34.0,35.0,36.0,64.67,64.48,64.34
Álvaro Campos Estellés,,,,,,,,,,,32.0,65.0,Campos,Goalkeeper,C.D. Castellón,33.0,65.0,65.0,64.92,34.0,35.0,36.0,64.67,64.48,64.34
Evanildo Borges Barbosa Junior,,,,,,,,,,,29.0,65.0,Juninho,Defender,Club Blooming,30.0,65.0,65.0,64.98,31.0,32.0,33.0,64.78,64.64,64.54
Manuel Zeitz,,,,,,,,,,,28.0,65.0,M. Zeitz,Midfielder,1. FC Saarbrücken,29.0,65.0,65.0,65.0,30.0,31.0,32.0,64.82,64.7,64.62
Giancarlo Carmona Maldonado,,,,,,,,,,,33.0,65.0,G. Carmona,Defender,Sport Huancayo,34.0,65.0,65.0,64.91,35.0,36.0,37.0,64.65,64.45,64.29
Rubén Martínez Granja,,,,,,,,,,,29.0,65.0,Rubén Martínez,Midfielder,UD Logroñés,30.0,65.0,65.0,64.98,31.0,32.0,33.0,64.78,64.64,64.54
가솔현 Sol-Hyeon Ka,,,,,,,,,,,28.0,65.0,Ka Sol Hyun,Defender,Gangwon FC,29.0,65.0,65.0,65.0,30.0,31.0,32.0,64.82,64.7,64.62
Julián Alfonso Benítez Franco,,,,,,,,,,,32.0,65.0,J. Benítez,Midfielder,Nacional Asunción,33.0,65.0,65.0,64.92,34.0,35.0,36.0,64.67,64.48,64.34
정재희 Jae Hee Jeong,,,,,,,,,,,25.0,65.0,Jeong Jae Hee,Forward,Sangju Sangmu FC,26.0,65.0,65.0,65.07,27.0,28.0,29.0,64.96,64.91,64.9
Gustavo Ezequiel Britos,,,,,,,,,,,29.0,65.0,G. Britos,Forward,Always Ready,30.0,65.0,65.0,64.98,31.0,32.0,33.0,64.78,64.64,64.54
Argenis José Gómez Ortega,,,,,,,,,,,31.0,65.0,A. Gómez,Midfielder,AC Mineros de Guayana,32.0,65.0,65.0,64.94,33.0,34.0,35.0,64.71,64.54,64.41
Yuber Antonio Mosquera Perea,,,,,,,,,,,34.0,65.0,Y. Mosquera,Defender,Universidad Católica del Ecuador,35.0,65.0,65.0,64.9,36.0,37.0,38.0,64.63,64.42,64.26
Juan Pablo Aponte Gutiérrez,,,,,,,,,,,27.0,65.0,J. Aponte,Defender,Jorge Wilstermann,28.0,65.0,65.0,65.02,29.0,30.0,31.0,64.86,64.76,64.7
Ricardo Andreutti Jordán,,,,,,,,,,,32.0,65.0,R. Andreutti,Midfielder,Caracas FC,33.0,65.0,65.0,64.92,34.0,35.0,36.0,64.67,64.48,64.34
José Jesús Yégüez Salgado,,,,,,,,,,,31.0,65.0,J. Yegüez,Defender,Aragua FC,32.0,65.0,65.0,64.94,33.0,34.0,35.0,64.71,64.54,64.41
Robert Enrique Hernández Aguado,,,,,,,,,,,25.0,65.0,R. Hernández,Midfielder,Caracas FC,26.0,65.0,65.0,65.07,27.0,28.0,29.0,64.96,64.91,64.9
Christian Geovanny Cruz Tapia,,,,,,,,,,,27.0,65.0,C. Cruz,Defender,LDU Quito,28.0,65.0,65.0,65.02,29.0,30.0,31.0,64.86,64.76,64.7
Enson Jesús Rodríguez Mesa,,,,,,,,,,,29.0,65.0,E. Rodríguez,Midfielder,SD Aucas,30.0,65.0,65.0,64.98,31.0,32.0,33.0,64.78,64.64,64.54
Oscar Añez Urachianta,,,,,,,,,,,28.0,65.0,O. Añez,Defender,Nacional Potosí,29.0,65.0,65.0,65.0,30.0,31.0,32.0,64.82,64.7,64.62
Alin Ioan Şeroni,,,,,,,,,,,32.0,65.0,A. Șeroni,Defender,FC Botoşani,33.0,65.0,65.0,64.92,34.0,35.0,36.0,64.67,64.48,64.34
Nikola Boranijašević,,,,,,,,,,,27.0,65.0,N. Boranijašević,Defender,FC Lausanne-Sport,28.0,65.0,65.0,65.02,29.0,30.0,31.0,64.86,64.76,64.7
Angelo Stiller,,,,,,,,,,,18.0,64.0,A. Stiller,Midfielder,Bayern München II,19.0,64.0,64.0,64.28,20.0,21.0,22.0,64.38,64.54,64.75
Osame Sahraoui,,,,,,,,,,,18.0,64.0,O. Sahraoui,Forward,Vålerenga Fotball,19.0,64.0,64.0,64.28,20.0,21.0,22.0,64.38,64.54,64.75
Edanyilber José Navas Alayón,,,,,,,,,,,19.0,64.0,E. Navas,Midfielder,Aragua FC,20.0,64.0,64.0,64.24,21.0,22.0,23.0,64.3,64.42,64.59
Marc Guehi,,,,,,,,,,,18.0,64.0,M. Guehi,Defender,Swansea City,19.0,64.0,64.0,64.28,20.0,21.0,22.0,64.38,64.54,64.75
Matěj Kovář,,,,,,,,,,,19.0,64.0,M. Kovář,Goalkeeper,Swindon Town,20.0,64.0,64.0,64.24,21.0,22.0,23.0,64.3,64.42,64.59
Ángel Jeremy Márquez Castañeda,,,,,,,,,,,19.0,64.0,J. Márquez,Midfielder,Club Atlas,20.0,64.0,64.0,64.24,21.0,22.0,23.0,64.3,64.42,64.59
Erik Jorgens de Menezes,,,,,,,,,,,18.0,64.0,Erik,Defender,Al Ain FC,19.0,64.0,64.0,64.28,20.0,21.0,22.0,64.38,64.54,64.75
Francisco José García Torres,,,,,,,,,,,19.0,64.0,Fran García,Defender,Rayo Vallecano,20.0,64.0,64.0,64.24,21.0,22.0,23.0,64.3,64.42,64.59
Jeremy Ngakia,,,,,,,,,,,18.0,64.0,J. Ngakia,Defender,Watford,19.0,64.0,64.0,64.28,20.0,21.0,22.0,64.38,64.54,64.75
Patrick Wimmer,,,,,,,,,,,18.0,64.0,P. Wimmer,Midfielder,FK Austria Wien,19.0,64.0,64.0,64.28,20.0,21.0,22.0,64.38,64.54,64.75
Koki Saito,,,,,,,,,,,17.0,64.0,K. Saito,Forward,Yokohama FC,18.0,64.0,64.0,64.31,19.0,20.0,21.0,64.44,64.64,64.89
Amadou Dante,,,,,,,,,,,18.0,64.0,A. Dante,Defender,SK Sturm Graz,19.0,64.0,64.0,64.28,20.0,21.0,22.0,64.38,64.54,64.75
Simen Bolkan Nordli,,,,,,,,,,,19.0,64.0,S. Nordli,Midfielder,Aalesunds FK,20.0,64.0,64.0,64.24,21.0,22.0,23.0,64.3,64.42,64.59
Aiyegun Tosin,,,,,,,,,,,21.0,64.0,A. Tosin,Midfielder,FC Zürich,22.0,64.0,64.0,64.18,23.0,24.0,25.0,64.17,64.23,64.33
Oliver Valaker Edvardsen,,,,,,,,,,,20.0,64.0,O. Edvardsen,Forward,Stabæk Fotball,21.0,64.0,64.0,64.21,22.0,23.0,24.0,64.24,64.33,64.46
Jesper Daland,,,,,,,,,,,19.0,64.0,J. Daland,Defender,IK Start,20.0,64.0,64.0,64.24,21.0,22.0,23.0,64.3,64.42,64.59
Alessandro Albanese,,,,,,,,,,,19.0,64.0,A. Albanese,Midfielder,Waasland-Beveren,20.0,64.0,64.0,64.24,21.0,22.0,23.0,64.3,64.42,64.59
Žan Rogelj,,,,,,,,,,,19.0,64.0,Z. Rogelj,Defender,WSG Tirol,20.0,64.0,64.0,64.24,21.0,22.0,23.0,64.3,64.42,64.59
Won-Sang Eom,,,,,,,,,,,20.0,64.0,Um Won Sang,Forward,GwangJu FC,21.0,64.0,64.0,64.21,22.0,23.0,24.0,64.24,64.33,64.46
Roberto Nicolás Fernández Fagúndez,,,,,,,,,,,21.0,64.0,R. Fernández,Midfielder,Centro Atlético Fénix,22.0,64.0,64.0,64.18,23.0,24.0,25.0,64.17,64.23,64.33
Randal Kolo Muani,,,,,,,,,,,20.0,64.0,R. Kolo Muani,Forward,FC Nantes,21.0,64.0,64.0,64.21,22.0,23.0,24.0,64.24,64.33,64.46
Anderson Rafael Contreras Pérez,,,,,,,,,,,18.0,64.0,A. Contreras,Midfielder,Caracas FC,19.0,64.0,64.0,64.28,20.0,21.0,22.0,64.38,64.54,64.75
Gianluca Frabotta,,,,,,,,,,,20.0,64.0,G. Frabotta,Midfielder,Juventus,21.0,64.0,64.0,64.21,22.0,23.0,24.0,64.24,64.33,64.46
Avdo Spahić,,,,,,,,,,,22.0,64.0,A. Spahić,Goalkeeper,1. FC Kaiserslautern,23.0,64.0,64.0,64.15,24.0,25.0,26.0,64.11,64.13,64.2
Rômulo José Pacheco da Silva,,,,,,,,,,,23.0,64.0,Rômulo,Midfielder,Busan IPark,24.0,64.0,64.0,64.12,25.0,26.0,27.0,64.06,64.06,64.1
Leandro Alves de Carvalho,,,,,,,,,,,22.0,64.0,Leandrinho,Midfielder,Gil Vicente FC,23.0,64.0,64.0,64.15,24.0,25.0,26.0,64.11,64.13,64.2
Ghazi Ayadi,,,,,,,,,,,22.0,64.0,G. Ayadi,Midfielder,Damac FC,23.0,64.0,64.0,64.15,24.0,25.0,26.0,64.11,64.13,64.2
Omran Haydary,,,,,,,,,,,21.0,64.0,O. Haydary,Midfielder,Lechia Gdańsk,22.0,64.0,64.0,64.18,23.0,24.0,25.0,64.17,64.23,64.33
Richard Enrique Celis Sánchez,,,,,,,,,,,23.0,64.0,R. Celis,Midfielder,Caracas FC,24.0,64.0,64.0,64.12,25.0,26.0,27.0,64.06,64.06,64.1
Astrit Selmani,,,,,,,,,,,22.0,64.0,A. Selmani,Forward,Varbergs BoIS,23.0,64.0,64.0,64.15,24.0,25.0,26.0,64.11,64.13,64.2
Lazaros Rota,,,,,,,,,,,21.0,64.0,L. Rota,Defender,Fortuna Sittard,22.0,64.0,64.0,64.18,23.0,24.0,25.0,64.17,64.23,64.33
Firas Chaouat,,,,,,,,,,,23.0,64.0,F. Chaouat,Forward,Abha Club,24.0,64.0,64.0,64.12,25.0,26.0,27.0,64.06,64.06,64.1
Alfonso Trezza Hernández,,,,,,,,,,,20.0,64.0,A. Trezza,Midfielder,Nacional de Montevideo,21.0,64.0,64.0,64.21,22.0,23.0,24.0,64.24,64.33,64.46
Lars Lokotsch,,,,,,,,,,,23.0,64.0,L. Lokotsch,Forward,Livingston FC,24.0,64.0,64.0,64.12,25.0,26.0,27.0,64.06,64.06,64.1
Juan Matheus Alano Nascimento,,,,,,,,,,,22.0,64.0,Juan Alano,Midfielder,Kashima Antlers,23.0,64.0,64.0,64.15,24.0,25.0,26.0,64.11,64.13,64.2
Iván Emilio Villalba Chamorro,,,,,,,,,,,24.0,64.0,I. Villalba,Defender,Sol de América,25.0,64.0,64.0,64.09,26.0,27.0,28.0,64.0,63.97,63.98
Julio Joao Ortiz Landázuri,,,,,,,,,,,23.0,64.0,J. Ortiz,Midfielder,Delfín SC,24.0,64.0,64.0,64.12,25.0,26.0,27.0,64.06,64.06,64.1
Pablo Javier Adorno Martínez,,,,,,,,,,,23.0,64.0,P. Adorno,Defender,Club Libertad,24.0,64.0,64.0,64.12,25.0,26.0,27.0,64.06,64.06,64.1
Constantin Reiner,,,,,,,,,,,21.0,64.0,C. Reiner,Defender,SV Ried,22.0,64.0,64.0,64.18,23.0,24.0,25.0,64.17,64.23,64.33
José Luis García Pérez,,,,,,,,,,,23.0,64.0,Zelu,Midfielder,UD Logroñés,24.0,64.0,64.0,64.12,25.0,26.0,27.0,64.06,64.06,64.1
Joel Vieira Pereira,,,,,,,,,,,22.0,64.0,Joel Pereira,Defender,Gil Vicente FC,23.0,64.0,64.0,64.15,24.0,25.0,26.0,64.11,64.13,64.2
Franco Gastón Romero Ponte,,,,,,,,,,,24.0,64.0,F. Romero,Defender,Liverpool Fútbol Club,25.0,64.0,64.0,64.09,26.0,27.0,28.0,64.0,63.97,63.98
Sachiro Toshima,,,,,,,,,,,23.0,64.0,S. Toshima,Midfielder,Kashiwa Reysol,24.0,64.0,64.0,64.12,25.0,26.0,27.0,64.06,64.06,64.1
Martin Kreuzriegler,,,,,,,,,,,25.0,64.0,M. Kreuzriegler,Defender,Sandefjord Fotball,26.0,64.0,64.0,64.07,27.0,28.0,29.0,63.95,63.89,63.87
Víctor García Marín,,,,,,,,,,,25.0,64.0,Víctor García,Defender,C.D. Castellón,26.0,64.0,64.0,64.07,27.0,28.0,29.0,63.95,63.89,63.87
Jeremías Young Romanutti,,,,,,,,,,,21.0,64.0,J. Young,Goalkeeper,Centro Atlético Fénix,22.0,64.0,64.0,64.18,23.0,24.0,25.0,64.17,64.23,64.33
Marlon Mauricio Mejía Díaz,,,,,,,,,,,24.0,64.0,M. Mejía,Defender,Emelec,25.0,64.0,64.0,64.09,26.0,27.0,28.0,64.0,63.97,63.98
Jorge Jair Toledo Bravo,,,,,,,,,,,23.0,64.0,J. Toledo,Defender,Cusco FC,24.0,64.0,64.0,64.12,25.0,26.0,27.0,64.06,64.06,64.1
Harold Jonathan González Guerrero,,,,,,,,,,,25.0,64.0,H. González,Midfielder,Delfín SC,26.0,64.0,64.0,64.07,27.0,28.0,29.0,63.95,63.89,63.87
浜崎 拓磨,,,,,,,,,,,26.0,64.0,T. Hamasaki,Midfielder,Vegalta Sendai,27.0,64.0,64.0,64.05,28.0,29.0,30.0,63.91,63.83,63.79
Leao Butrón Gotuzzo,,,,,,,,,,,42.0,64.0,L. Butrón,Goalkeeper,Alianza Lima,43.0,64.0,64.0,63.94,44.0,45.0,46.0,63.71,63.54,63.42
Calvin Ray Jong-a-Pin,,,,,,,,,,,32.0,64.0,C. Jong-A-Pin,Defender,Yokohama FC,33.0,64.0,64.0,63.94,34.0,35.0,36.0,63.7,63.52,63.38
Krystian Getinger,,,,,,,,,,,30.0,64.0,K. Getinger,Defender,Stal Mielec,31.0,64.0,64.0,63.97,32.0,33.0,34.0,63.75,63.6,63.49
Tobias Jänicke,,,,,,,,,,,30.0,64.0,T. Jänicke,Midfielder,1. FC Saarbrücken,31.0,64.0,64.0,63.97,32.0,33.0,34.0,63.75,63.6,63.49
Marcio Andrés Valverde Zamora,,,,,,,,,,,31.0,64.0,M. Valverde,Midfielder,Sport Huancayo,32.0,64.0,64.0,63.96,33.0,34.0,35.0,63.73,63.56,63.43
Richard José Blanco Delgado,,,,,,,,,,,37.0,64.0,R. Blanco,Forward,AC Mineros de Guayana,38.0,64.0,64.0,63.91,39.0,40.0,41.0,63.65,63.45,63.29
Francisco Emilio Pol Hurtado,,,,,,,,,,,31.0,64.0,F. Pol Hurtado,Midfielder,AC Mineros de Guayana,32.0,64.0,64.0,63.96,33.0,34.0,35.0,63.73,63.56,63.43
Erwin Junior Sánchez Paniagua,,,,,,,,,,,26.0,64.0,E. Sánchez,Midfielder,Club Blooming,27.0,64.0,64.0,64.05,28.0,29.0,30.0,63.91,63.83,63.79
Luis Alberto Cabral Vázquez,,,,,,,,,,,35.0,64.0,L. Cabral,Defender,Nacional Asunción,36.0,64.0,64.0,63.92,37.0,38.0,39.0,63.66,63.46,63.3
Juan Daniel Álvez Ortiz,,,,,,,,,,,35.0,64.0,J. Alvez,Defender,Centro Atlético Fénix,36.0,64.0,64.0,63.92,37.0,38.0,39.0,63.66,63.46,63.3
Victor Hugo Melgar Bejarano,,,,,,,,,,,31.0,64.0,V. Melgar,Midfielder,Always Ready,32.0,64.0,64.0,63.96,33.0,34.0,35.0,63.73,63.56,63.43
Yorkman Hiromi Tello Hayashida,,,,,,,,,,,29.0,64.0,Y. Tello,Midfielder,Deportivo Binacional,30.0,64.0,64.0,63.99,31.0,32.0,33.0,63.79,63.65,63.55
Miguel Alejandro Quiroga Castillo,,,,,,,,,,,27.0,64.0,M. Quiroga,Midfielder,Nacional Potosí,28.0,64.0,64.0,64.02,29.0,30.0,31.0,63.86,63.76,63.7
Christian Marcelo Latorre Long,,,,,,,,,,,32.0,64.0,C. Latorre,Midfielder,Club Blooming,33.0,64.0,64.0,63.94,34.0,35.0,36.0,63.7,63.52,63.38
Tito Johan Valencia Gómez,,,,,,,,,,,28.0,64.0,T. Valencia,Midfielder,El Nacional,29.0,64.0,64.0,64.0,30.0,31.0,32.0,63.82,63.7,63.62
Gustavo Antonio Giménez Báez,,,,,,,,,,,32.0,64.0,G. Giménez,Defender,River Plate Asunción,33.0,64.0,64.0,63.94,34.0,35.0,36.0,63.7,63.52,63.38
Néstor Querol Mateu,,,,,,,,,,,31.0,64.0,Querol,Midfielder,CE Sabadell FC,32.0,64.0,64.0,63.96,33.0,34.0,35.0,63.73,63.56,63.43
Rafał Figiel,,,,,,,,,,,28.0,64.0,R. Figiel,Midfielder,Podbeskidzie Bielsko-Biała,29.0,64.0,64.0,64.0,30.0,31.0,32.0,63.82,63.7,63.62
Andrea D'Errico,,,,,,,,,,,27.0,64.0,A. D'Errico,Midfielder,AC Monza,28.0,64.0,64.0,64.02,29.0,30.0,31.0,63.86,63.76,63.7
Tomislav Tomić,,,,,,,,,,,28.0,64.0,T. Tomić,Midfielder,FC Admira Wacker Mödling,29.0,64.0,64.0,64.0,30.0,31.0,32.0,63.82,63.7,63.62
Kamal Deen Sulemana,,,,,,,,,,,17.0,63.0,K. Sulemana,Forward,FC Nordsjælland,18.0,63.0,63.0,63.29,19.0,20.0,21.0,63.39,63.55,63.76
Lee O'Connor,,,,,,,,,,,18.0,63.0,L. O'Connor,Defender,Tranmere Rovers,19.0,63.0,63.0,63.26,20.0,21.0,22.0,63.33,63.46,63.63
Anis Ben Slimane,,,,,,,,,,,18.0,63.0,A. Slimane,Midfielder,Brøndby IF,19.0,63.0,63.0,63.26,20.0,21.0,22.0,63.33,63.46,63.63
Brayan Yohangel Hurtado Cortesía,,,,,,,,,,,20.0,63.0,B. Hurtado,Midfielder,AC Mineros de Guayana,21.0,63.0,63.0,63.2,22.0,23.0,24.0,63.2,63.26,63.37
Peter Pokorný,,,,,,,,,,,17.0,63.0,P. Pokorný,Midfielder,SKN St. Pölten,18.0,63.0,63.0,63.29,19.0,20.0,21.0,63.39,63.55,63.76
Daryl Dike,,,,,,,,,,,19.0,63.0,D. Dike,Forward,Orlando City SC,20.0,63.0,63.0,63.23,21.0,22.0,23.0,63.26,63.36,63.5
Fabricio Díaz Badaracco,,,,,,,,,,,16.0,63.0,F. Díaz,Midfielder,Liverpool Fútbol Club,17.0,63.0,63.0,63.33,18.0,19.0,20.0,63.47,63.67,63.92
Ramón Enríquez Rodríguez,,,,,,,,,,,18.0,63.0,Ramón Enríquez,Midfielder,Málaga CF,19.0,63.0,63.0,63.26,20.0,21.0,22.0,63.33,63.46,63.63
Marcelo Freites,,,,,,,,,,,20.0,63.0,M. Freites,Midfielder,Godoy Cruz,21.0,63.0,63.0,63.2,22.0,23.0,24.0,63.2,63.26,63.37
Joaquín Piquerez Moreira,,,,,,,,,,,20.0,63.0,J. Piquerez,Defender,Peñarol,21.0,63.0,63.0,63.2,22.0,23.0,24.0,63.2,63.26,63.37
Aarón Rey Sánchez,,,,,,,,,,,21.0,63.0,Aarón Rey,Midfielder,CE Sabadell FC,22.0,63.0,63.0,63.17,23.0,24.0,25.0,63.14,63.17,63.24
Ronaldo David Rivas Vielma,,,,,,,,,,,19.0,63.0,R. Rivas,Midfielder,Estudiantes de Mérida,20.0,63.0,63.0,63.23,21.0,22.0,23.0,63.26,63.36,63.5
Callum Whelan,,,,,,,,,,,20.0,63.0,C. Whelan,Midfielder,Oldham Athletic,21.0,63.0,63.0,63.2,22.0,23.0,24.0,63.2,63.26,63.37
César Alejandro Menacho Claros,,,,,,,,,,,19.0,63.0,C. Menacho,Forward,Club Blooming,20.0,63.0,63.0,63.23,21.0,22.0,23.0,63.26,63.36,63.5
Dong Jun Lee,,,,,,,,,,,22.0,63.0,Lee Dong Jun,Forward,Busan IPark,23.0,63.0,63.0,63.14,24.0,25.0,26.0,63.08,63.08,63.12
Adalberto Eliécer Carrasquilla Alcázar,,,,,,,,,,,20.0,63.0,A. Carrasquilla,Midfielder,FC Cartagena,21.0,63.0,63.0,63.2,22.0,23.0,24.0,63.2,63.26,63.37
石原 広教,,,,,,,,,,,20.0,63.0,H. Ishihara,Defender,Shonan Bellmare,21.0,63.0,63.0,63.2,22.0,23.0,24.0,63.2,63.26,63.37
Alexis Arias Tuesta,,,,,,,,,,,23.0,63.0,A. Arias,Midfielder,Melgar FBC,24.0,63.0,63.0,63.12,25.0,26.0,27.0,63.04,63.02,63.04
Grzegorz Tomasiewicz,,,,,,,,,,,23.0,63.0,G. Tomasiewicz,Midfielder,Stal Mielec,24.0,63.0,63.0,63.12,25.0,26.0,27.0,63.04,63.02,63.04
Diego Andrés Osio Valencia,,,,,,,,,,,22.0,63.0,D. Osio,Defender,Caracas FC,23.0,63.0,63.0,63.14,24.0,25.0,26.0,63.08,63.08,63.12
Jimmy Leandro Roca Salazar,,,,,,,,,,,20.0,63.0,J. Roca,Goalkeeper,Nacional Potosí,21.0,63.0,63.0,63.2,22.0,23.0,24.0,63.2,63.26,63.37
Jan Elvedi,,,,,,,,,,,22.0,63.0,J. Elvedi,Defender,SSV Jahn Regensburg,23.0,63.0,63.0,63.14,24.0,25.0,26.0,63.08,63.08,63.12
Abdurrahman Canlı,,,,,,,,,,,22.0,63.0,A. Canli,Midfielder,Hatayspor,23.0,63.0,63.0,63.14,24.0,25.0,26.0,63.08,63.08,63.12
Wilfredo Soleto Vargas,,,,,,,,,,,23.0,63.0,W. Soleto,Defender,Oriente Petrolero,24.0,63.0,63.0,63.12,25.0,26.0,27.0,63.04,63.02,63.04
Anton Kralj,,,,,,,,,,,21.0,63.0,A. Kralj,Defender,Sandefjord Fotball,22.0,63.0,63.0,63.17,23.0,24.0,25.0,63.14,63.17,63.24
Robert Janicki,,,,,,,,,,,22.0,63.0,R. Janicki,Midfielder,Warta Poznań,23.0,63.0,63.0,63.14,24.0,25.0,26.0,63.08,63.08,63.12
Ondřej Bačo,,,,,,,,,,,23.0,63.0,O. Bačo,Defender,Gaz Metan Mediaş,24.0,63.0,63.0,63.12,25.0,26.0,27.0,63.04,63.02,63.04
Luis David Cangá Sánchez,,,,,,,,,,,24.0,63.0,L. Cangá,Defender,Delfín SC,25.0,63.0,63.0,63.09,26.0,27.0,28.0,62.98,62.93,62.92
